Jetz.tree.names	Lumped	nSamples	Locus	Seq Model	Ngroups0.9	Ngroups0.8	Ngroups0.7	Ngroups.excluded0.9	Ngroups.excluded0.8	Ngroups.excluded0.7	stem.age	stem.95.lo	stem.95.hi	crown.age	crown.95.lo	crown.95.hi	Ngroups0.8_w0.2removed	crown.age_0.2removed	Ngroups0.8_w0.4removed	crown.age_0.4removed	range.size	prop.range.sampled	lat.mid	migratory.distance	elevation	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	CS_bio_01	CS_bio_02	CS_bio_03	CS_bio_04	CS_bio_05	CS_bio_06	CS_bio_07	CS_bio_08	CS_bio_09	CS_bio_10	CS_bio_11	CS_bio_12	CS_bio_13	CS_bio_14	CS_bio_15	CS_bio_16	CS_bio_17	CS_bio_18	CS_bio_19	PC1	PC2	PC1_var	PC2_var	MeanHandWingIndex	MeanTarsusLength	Dichromatism_presence	nSubspecies	Tarsus_var	Kipps_var	Published
Cyanolyca_armillata	Cyanolyca-viridicyanus-turcosa-armillata	29	ND2	HKY+G	4	5	5	0	0	0	7.994977414	2.6408	15.1403	7.005795055	1.8366	14.3487	4	7.005795055	4	7.005795055	358048.35	0.857	-3.173333333	0	2510	15.05	11.7	85	0.3905	22.65	7.5	13.65	15.45	14.35	15.9	14.15	1294	185.5	44.5	44	516.5	163.5	378	187.5	20	11	1	11.5	15	25	142.5	20	20	20	20	128.5	20	5	1	56	15	46	16	-1.333824652	0.374904097	1.992349457	2.811880128	8.166057397	42.85333333	m	7	3.282352381	2.663027793	y
Cyclarhis_gujanensis	Cyclarhis-gujanensis-nigrirostris	30	ND2	HKY+G	3	5	6	0	0	0	9.842837862	5.6239	15.6529	6.453591034	3.9031	9.3159	5	6.453591034	5	6.453591034	13618408.41	0.673	-1.32	0	853	21.7	10.8	73	0.986	29.7	13.8	14.9	22.6	20.7	23.3	20	1537	253	28	60	665	107	404	162	20	10	2	11	14	27	154.5	20	20	20	20	244	39	3	0	105	10	66	21	-2.770770834	-1.164011757	2.152263788	2.89717294	11.31313277	22.74	m	23	0.843044444	3.904265309	p
Cymbilaimus_lineatus	Cymbilaimus-lineatus	48	Cyt b	GTR+G	2	2	3	0	0	0	5.740694107	3.645	8.0243	1.395115976	0.8964	1.9377	3	1.395115976	3	1.395115976	6677537	0.664	-0.14	0	199	25.6	9.1	76	0.639	31.6	19.8	11.4	25.7	25.5	26.4	24.7	2782	383	84	44	1030	288	553	749	15	6	1	10	13	19	121	15	15	15	15	363	40	8	0	116	37	67	91	-5.353100195	1.002781002	1.523631341	4.897799473	5.489419161	24.016	d	3	0.64848	4.029767406	y
Dendragapus_fuliginosus	Dendragapus-fuliginosus-obscurus	60	CR	HKY+I+G	2	2	3	0	0	0	3.64275501	2.0011	5.4762	1.392236043	0.8062	2.1519	2	1.392236043	2	1.392236043	2095896.23	0.421	49.505	0	1204	5.7	12.5	38	6.657	23.4	-8	31.9	0.5	13.3	14.2	-2.7	823	130	27	50	361	100	122	334	65	36	8	21	42	65642	326	127	65	65	65596	247	37	6	0	101	22	26	87	2.392874319	0.917982179	3.123255878	2.164083459	27.20872556	33.909	d	8	3.794787778	6.091180992	y
Dendrocincla_fuliginosa	Dendrocincla-fuliginosa-anabatina	242	Cyt b	HKY+I+G	6	6	7	1	1	1	3.77172944	2.315	5.2594	3.097877195	2.0171	4.1764	7	3.097877195	8	3.097877195	10086086.57	0.513	3.865	0	232.5	25	9.5	76	0.7325	31	17.9	12.5	25.2	24.5	26.1	23	2435.5	340	54.5	53	953	188	558.5	429	18	13	2	11	13	28	132	18	18	18	18	368.5	54	8	0	147.5	34	93	84	-4.823913584	0.114558646	2.706614526	3.440048517	18.58140651	24.671	m	14	0.998698889	3.083642111	y
Dendrocolaptes_platyrostris	Dendrocolaptes-platyrostris	32	Cyt b	GTR+I	3	4	5	0	0	0	1.153405804	0.5122	1.8119	0.391471397	0.1594	0.6625	4	0.391471397	4	0.391471397	3779503.3	0.715	-17.81	0	687	18.5	11.95	58.5	2.274	28.7	8.45	17.85	22	15.7	22.05	15.05	1689	225.5	39	58.5	635	138	613.5	147	31.5	26.5	5	13	20.5	48	196.25	32	31.5	31.5	31.5	212.5	22.5	6	0	62	21.5	62	23.5	-2.214742251	0.355587792	0.149899063	1.851889632	16.99208796	25.708	m	2	1.29567	1.40909267	y
Diglossa_caerulescens	Diglossa-caerulescens	33	ND2	HKY+I	2	3	3	0	0	1	3.036148979	1.5436	4.4543	0.72365962	0.3591	1.1464	3	0.72365962	3	0.72365962	267482.25	0.72	-2.975	0	2371	15.15	10.6	81.5	0.422	22.15	7.65	12.95	15.4	14.55	15.7	14.5	1222	170	42.5	41	457.5	161.5	344.5	193.5	21	10	1	11	17.5	27	134.5	21.5	21	22	21	186.5	24	6	1	67	22	54	25.5	-1.229543424	0.407748546	1.890445808	2.314257738	16.07001997	21.12	m	6	0.7954	3.524211651	y
Diglossa_cyanea	Diglossa-cyanea	122	ND2	GTR+G	2	2	2	0	0	0	4.137226737	1.8673	6.5576	2.37454149	1.0457	4.0155	2	2.37454149	2	2.37454149	393801.16	0.791	-3.635	0	2678	13.9	11.7	83	0.41	21.1	6.5	13.7	14	13.4	14.5	13.2	1193	171	35	45	462	135	361	161	21	11	1	12	16	27	142	21	20	21	20	129	18	4	1	53	13	39	15	-0.769267665	0.160613074	2.225564623	2.767365473	15.62895389	23.024	m	5	1.83508	0.883390408	y
Drymophila_caudata	Drymophila-caudata-klagesi-hellmayri-striaticeps	31	ND2	HKY+G	3	3	5	0	1	1	5.864596815	1.6903	10.1576	2.910354688	1.3119	4.5787	5	2.910354688	6	2.910354688	214397.96	0.8	5.11625	0	1936	17.15	10.9	84.5	0.437	23.7	10.05	13.3	17.25	16.85	17.55	16.5	1631.5	256	39	53	702.5	166.5	441	190.5	18	11.5	1	11	14.5	22	137	18	18	18	17.5	168.5	24.5	5	0.5	69	15	56	21	-2.370339833	0.181211146	1.593134386	2.619555049	9.408519248	20.058	d	7	0.537404444	6.826340467	y
Drymophila_devillei	Drymophila-devillei	11	ND2	HKY+I	1	2	2	0	0	0	3.114869909	0.4902	5.9046	1.36135624	0.5458	2.3018	1	1.36135624	1	1.36135624	2093400.08	0.106	-7.955	0	264	25	10.9	73	1.055	32	17.2	14.6	25.4	23.6	25.7	23.6	2350	389	57	52	1078	211	860	211	27	12	2	12	21	32	153	27	27	27	27	188	27	4	0	75	15	59	18	-4.370430772	-0.085402062	1.708629224	3.385093937	10.57672899	16.536	d	2	0.85063	1.695150194	y
Dubusia_taeniata	Dubusia-taeniata	42	ND2	GTR+I	2	3	4	1	1	1	4.187477258	2.6288	5.763	2.217946237	1.2835	3.1353	4	2.217946237	3	1.520928972	282780.1	0.59	-0.99	0	2869	12.8	9.9	84	0.371	19	5.9	11.9	12.7	12.5	13.1	12.4	1222	163	43	40	445	165	318	188	21	11	1	11	17	27	127	22	20	21	22	137	21	5	1	58	18	41	21	-0.85475884	0.84859672	1.36889908	2.578679808	11.41319769	29.826	m	3	1.04108	2.728087396	y
Empidonax_difficilis	Empidonax-difficilis-occidentalis	345	ND2	HKY+G	2	2	2	0	0	0	2.201344902	1.2697	3.3415	1.529021698	0.7246	2.5573	2	1.529021698	2	1.529021698	3213427.92	0.824	37.2225	2660.753601	1438.5	8.5	14.3	43	6.692	25.8	-6.3	33.5	9.3	14	16.8	-0.2	598	96	15	56	253	61	125	178	80	52	9	17	33	65653.5	359.5	94	82	80	65563.5	161	25	2	1	68	8	18	43	2.155339153	-0.271646039	2.837064586	2.006589825	20.702476	15.134	m	5	0.459004444	6.654946557	n
Empidonax_flavescens	Empidonax-flavescens	29	ND2	HKY	2	3	3	0	0	0	1.947458836	1.1907	2.8072	1.710883648	0.9605	2.538	3	1.710883648	3	1.710883648	165924.98	0.557	12.925	0	1634.5	17.85	9.6	75	0.7705	24.7	10.9	13	18.05	17.4	18.85	16.5	2319.5	379.5	31.5	61	975.5	119.5	521.5	249	16	5.5	1	15	13	20	135	16	16	16	16	366	59.5	5	1	145.5	18.5	79	34.5	-2.92247469	0.263684081	2.166470112	2.933704912	19.62012776	15.428	m	3	0.22792	15.47690554	n
Empidonax_traillii	Empidonax-traillii	124	Cyt b	HKY+G	2	2	2	0	0	0	3.042217014	1.9622	4.1926	2.288159719	1.4462	3.2177	2	2.288159719	2	2.288159719	7296132.55	0.71	26.24	4543.411574	236	9	11.5	31	8.907	28	-8.9	37	17.9	-1.4	20.3	-3	939	104	43	23	301	149	271	195	208	50	9	18	193	65741	392.5	218	65733	209	65740	372	43	16	0	123	60	98	70	2.200417117	1.17989108	1.051998412	1.234021359	22.57570445	15.332	m	4	0.68917	3.814688487	y
Forpus_coelestis	Forpus-coelestis-conspicillatus-xanthops-passerinus-xanthopterygius	68	Cyt b/ND2	HKY+I	5	5	5	1	1	2	4.207867041	2.8898	5.5757	2.716910139	1.9456	3.5574	6	2.716910139	6	2.716910139	10346700.52	0.803	-1.248	0	288.5	23.8	10.2	77	0.7815	31	16.6	12.8	25	22.7	25.5	22.35	1205.5	195	29	53	503	111	326.5	165.5	20	7	1	11	17	24	132.75	20	19	20	20	92	16	2	1	41.5	7	28.5	14	-2.908400179	-1.341221277	2.88347604	4.619940412	36.46681101	10.2944	d	13	3.672234	11.25679479	y
Oporornis_tolmiei	Geothlypis-tolmiei	18	ND2	HKY	2	3	3	0	0	0	1.0131	0.5424	1.5559	0.358275849	0.1271	0.6323	2	0.166182893	2	0.166182893	2845647.8	0.522	34.275	3614.449338	1348	6.2	13.3	39	7.347	25.3	-8.9	34.6	0.7	14.1	15.5	-2.8	657	90	20	46	245	76	101	231	72	33	6	21	48	65649	355.5	139	75	72	65602	238	34	5	1	93	20	25	80	2.86419805	0.308559908	1.921710406	1.203969748	17.71650473	20.218	d	1	0.38157	8.258137039	n
Geothlypis_trichas	Geothlypis-trichas-beldingi-nelsoni-flavovelata	393	ND2	HKY+G	2	2	2	0	0	0	2.4191	1.7002	3.2988	1.128674342	0.7239	1.5516	2	1.128674342	2	1.128674342	13015806.44	0.893	25.8475	714.382133	258	8.3	11.8	30	9.0795	27.5	-10.3	37.4	17.45	-3	19.5	-4.1	971	107	55	19	305	179	288	194.5	215	66	11	16	202	65739.5	390.25	216.5	65744	215	65748	433	50	19	0	141	65	134	72	2.278410416	1.368539325	2.380187235	2.164791008	14.13690314	21.5155	d	18	1.774078684	9.589162921	n
Glyphorynchus_spirurus	Glyphorynchus-spirurus	340	Cyt b	GTR+G	12	12	12	0	0	0	12.63539381	7.0298	18.6497	4.217939541	2.8425	5.8069	12	4.21793954	12	4.21793954	7228695.09	0.671	-0.415	0	286.5	24.9	9.6	77	0.66	31	18.1	12.2	24.9	24.6	25.95	23.3	2852.5	418.5	73.5	49	1134.5	265	607	636	15	9	1	11	13	20	128.75	15	15	15	15	368.5	47.5	9	0	130	35	69	91	-5.500585702	1.011574626	2.090364763	3.56223535	21.35661432	16.01	m	13	0.12625	2.348445664	y
Habia_fuscicauda	Habia-fuscicauda	71	ND2	HKY+G	2	2	2	0	0	0	2.75918978	1.2708	4.437	1.687802502	0.814	2.6877	2	1.687802502	2	1.687802502	585728.46	0.621	15.81	0	180	25.1	9.45	66	1.536	31.6	17.3	14.15	25.8	24.6	26.6	22.7	2235	335	42	56	915	153.5	461	315.5	23	17	3	10	12	33	155	23	23	23	23	758	122.5	15	0	319	55	184.5	99	-4.232439394	-0.570316982	2.464112391	3.236840802	16.87616111	24.656	d	6	1.41793	10.70973604	n
Habia_rubica	Habia-rubica	45	ND2	HKY+G	4	5	5	1	1	1	9.841541524	6.6311	13.3021	7.047229807	4.987	9.3715	6	7.047229807	4	7.047229807	5714395.25	0.777	-4.66	0	432	23.8	10.1	67	1.494	31	16	14.8	24.6	23.2	25.6	21.8	2082	337	41	58	934	148	504	273	24	13	2	11	13	33	158.5	24	23	23	24	433	81	8	0	219	33	138	61	-3.902562701	-0.461678244	1.83177257	2.377242239	16.62965641	19.728	d	17	0.79327	4.827294504	n
Hellmayrea_gularis	Hellmayrea-gularis	56	ND2	GTR+G	4	5	5	0	0	0	6.84772214	2.4332	11.9328	2.373216507	1.1494	3.7824	5	2.373216507	4	2.373216507	162818.24	0.607	-0.435	0	2992	11.7	9.5	88	0.278	17.4	5.6	10.6	11.5	11.2	11.9	11.1	1335	177	72	34	489	249	383	284	17	15	1	16	11	24	115.5	17	17	17	16	130	18	6	1	51	26	42	27	-0.735463185	2.263036506	1.517339755	3.013879567	10.11089399	22.514	m	4	0.62708	3.93722379	y
Henicorhina_leucoptera	Henicorhina-leucoptera	13	ATP8&6	GTR+G+I	1	1	2	0	0	0	3.609902634	1.9703	5.6149	1.625483347	0.8008	2.5454	1	1.625483347	1	1.625483347	3452.72	0.175	-4.65	0	1931.5	18	10.75	81	0.444	24.7	11.4	13.15	18.1	17.45	18.6	17.45	1127.5	129	63	22	348.5	211.5	294.5	211.5	21	12	2	13	15	26	137.5	21	21	21	21	31.5	3	2	0	11	6.5	7	6.5	-1.60975687	0.408800317	1.306613683	1.159145376	8.431614152	25.97	m	1	NA	NA	n
Henicorhina_leucosticta	Henicorhina-leucosticta	44	Cyt b	GTR+G	4	5	6	1	1	1	5.952119457	4.0319	7.9121	5.407941856	3.7566	7.34	6	5.407941856	6	5.407941856	2536071.67	0.702	5.9	0	538	23.9	9.5	74	0.757	30.4	17.2	12.9	23.9	23.9	25.2	22.2	2674	416	54	54	1090	193	522	478	17	9	2	10	12	24	133	17	17	17	17	657	98	15	0	246	53	146	114	-4.896976265	0.304484444	2.388788846	3.511176738	9.757284256	21.86	m	12	1.18845	7.48616827	y
Hirundo_rustica	Hirundo-rustica	298	ND2	HKY+G	3	3	3	0	0	0	2.28840548	1.0412	4.1251	1.081590518	0.4828	1.8844	3	1.081590518	3	1.081590518	12901974.7	0.483	46.93	7833.737099	234	9.6	12	32	8.7985	28.7	-8.7	37	18.3	-0.85	20.8	-2.05	921.5	105	43	23	299	152	269	191.5	209	73	12	18	185	65739.5	397.5	211	65708	209	65719	292.5	36	13	0	101	43.5	77.5	58	2.081038773	1.033383326	1.703685883	1.95382069	63.45744102	10.364	d	7	0.14153	321.4274207	y
Hylophilus_ochraceiceps	Hylophilus-ochraceiceps	20	ND2	HKY+G+I	4	4	5	0	0	0	13.50136173	9.5029	17.6546	6.460156606	4.5724	8.5696	4	6.460156606	4	6.460156606	6067193.97	0.627	1.805	0	288	24.9	9.7	71	1.0145	31	17.45	13.6	25.2	24.5	26.15	22.7	2536	398.5	55	53	1088	192.5	543	391	21	14.5	2	11	13	31	141	21	21	21	21	457.5	78	13	0	193.5	45	98.5	109	-4.882060306	0.268033619	2.37543427	3.018140334	12.75066991	17.942	m	9	0.42817	3.033836202	y
Hylophylax_naevius	Hylophylax-naevioides-naevius	98	ND2	HKY+G	4	6	7	0	0	0	7.879913685	5.3494	11.0476	3.943050999	2.8096	5.1397	5	3.943050999	4	3.943050999	6248023.07	0.806	0.74	0	315	25	9.6	76	0.629	30.8	18.5	11.5	24.8	24.7	25.5	23.8	2827	399	67	49	1081	236	503	736	15	6	1	11	12	19	126	15	15	15	15	366	49	8	0	139	35	72	91	-5.416990083	0.748862883	1.483077555	4.372392556	11.1240504	21.257	d	7	3.715712222	3.570723065	y
Hypocnemis_peruviana	Hypocnemis-cantator-flavescens-peruviana-subflava-ochrogyna-striata-rondoni	64	ND2	HKY+G	9	9	10	2	2	3	8.198074532	4.5352	12.2906	3.763915932	2.4807	5.0459	13	3.763915932	11	3.763915932	5241725.44	0.635	-5.512857143	0	222	25.3	10.25	80	0.544	31.9	17.85	13.2	25.5	25.15	26.2	24.25	2400.5	324.5	87	42	920.5	288	594.5	391	24.5	17	2.5	10	15	33	140	24	25	24.5	25	164	26	3.5	0	71.5	13	53.5	22	-5.118304421	0.576817819	1.614874719	3.70515493	9.273608788	20.28114286	d	11	0.940445161	5.729647099	y
Icterus_galbula	Icterus-galbula-abeillei	53	Cyt b	HKY+I	1	1	1	0	0	0	2.380107107	0.8262	4.1573	0.429115409	0.1343	0.8542	1	0.429115409	2	0.429115409	8943010.92	0.554	25.2825	1739.534366	240	9	11.7	30	9.361	28.2	-9.9	37.9	19	-3	20.7	-3.8	930	105	49	20	302	166	283	174	217	61	10	19	201	65750	398	217	65743	217	65750	426	49	18	0	140	65	129	65	2.262563598	1.2649012	1.236409171	1.927080853	27.26390646	22.814	d	2	6.966026667	1.401373536	y
Icterus_pustulatus	Icterus-pustulatus	102	CR	K2P	1	12	13	0	1	1	1.86086421	0.25	4.4675	0.494873113	0.153	0.9368	1	0.494873113	12	0.494873113	557198.86	0.75	20.25	0	348	24.5	12.5	68	1.605	33.4	14.5	18.3	26	23.4	27.3	21.5	1051	259	3	105	657	15	366	44	18	4	1	13	16	21	184.5	18	18	18	18	215	51	1	1	134	4	69	10	-2.832483623	-3.131717914	1.60397129	0.667313195	19.67361294	20.77	d	8	1.627	6.718710089	y
Lampornis_amethystinus	Lampornis-amethystinus	69	Cyt b	GTR+G	2	3	4	0	0	0	3.552862995	1.6111	6.168	1.884966601	0.8059	3.2789	2	1.884966601	2	1.884966601	190106.72	0.612	19.12	0	2148	15.2	12.5	69.5	1.195	23.55	6.65	17.2	16.2	14.25	16.4	13.3	1314.5	278.5	15	81	683	60	496.5	64	23	8	2	15	18	26	182	23	23.5	23	23	457	88	3	1	222	15.5	151	18	-1.20146905	-0.712727429	1.356043627	1.810184317	62.59063055	5.394	d	4	0.11053	0.079070528	y
Lepidocolaptes_affinis	Lepidocolaptes-affinis	42	ND2	HKY+G	2	2	3	0	0	0	1.679884145	0.9492	2.5193	0.780820213	0.4316	1.2672	3	0.780820213	3	0.780820213	187708.33	0.489	16.12	0	1777	17	9.9	73	0.98	24.05	9.75	14.1	17.35	16.05	17.95	15.3	2201.5	361	25.5	68	945.5	96	520	186	18	6	1	15	14	21	147.5	18	17	17	17	403	71	5	1	182	17.5	103	31.5	-2.630599982	-0.148025295	2.061695602	2.977929863	22.28170383	19.816	m	3	0.09383	4.32357326	y
Lepidocolaptes_lacrymiger	Lepidocolaptes-lacrymiger	37	ND2	HKY+I	3	5	5	0	0	0	2.264423989	1.4489	3.0476	0.9034116	0.5382	1.2849	5	0.9034116	5	0.9034116	362047.34	0.822	-3.675	0	2090	16.9	11.1	85	0.417	23.7	9.7	13.2	17.1	16.4	17.4	16.2	1520	226	45	47	621	171	434	205	20	10	1	11	16	25	138.5	19	20	19	19	184	25	5	1	75	16	55	22	-2.210062411	0.353729145	2.405410578	2.732799512	22.70747255	20.802	m	9	0.83977	3.619957699	y
Lepidothrix_coronata	Lepidothrix-coronata	90	Cyt b	GTR+G	8	10	10	0	0	1	3.164535045	2.0706	4.3763	2.54209801	1.7582	3.3592	10	2.54209801	8	2.54209801	3235161.53	0.761	-3.81	0	223.5	25.4	10.15	78	0.641	31.7	19.6	12.9	25.05	25.5	26.2	24.5	3037.5	452.5	48	59	1170	184.5	649.5	830	14.5	3	1	10.5	14	16	131.5	14	14	15	14	399	63.5	6.5	0	171	31.5	84	115	-5.837471947	0.774895682	1.083614909	2.862459046	12.77730275	14.522	d	8	0.13037	3.623948121	y
Margarornis_squamiger	Margarornis-squamiger	64	ND2	HKY+G	2	3	4	0	0	0	0.866312722	0.4768	1.3142	0.489670468	0.2625	0.7751	3	0.489670468	3	0.489670468	471240.6	0.728	-3.535	0	2821	13.6	12.2	83	0.45	21	5.7	14.1	13.8	13	14.3	12.8	1144	169	37	44	454	148	339	155	21	10	1	14	16	27	147	21	20	21	20	126	17	4	1	48	13	32	14	-0.639976569	0.261277096	2.045167436	3.684770354	17.26437467	20.752	m	3	0.07182	2.614785892	y
Mecocerculus_leucophrys	Mecocerculus-leucophrys	81	ND2	GTR+I	1	1	1	0	0	0	4.628806614	1.785	7.9701	0.568900903	0.2155	1.0646	1	0.568900903	1	0.568900903	883477.1	0.66	-9.58	0	2841	13	11.15	78	0.5345	19.6	4.55	14.05	13.2	12	13.7	11.7	1024	153	28	49	404	108.5	335.5	132.5	24	9	1	15	23	35	141.5	24	25	24.5	24.5	147	22	4	1	59	13	48	16	-0.392560293	-0.029791641	1.28131339	3.001083661	14.37647442	22.2	m	10	2.36995	16.30554608	y
Melanerpes_formicivorus	Melanerpes-formicivorus	44	Cyt b	HKY+I	3	4	5	0	0	0	6.415894477	3.2673	9.8079	0.943482672	0.4854	1.5419	3	0.943482672	2	0.943482672	1506317.52	0.508	25.845	1334.97541	411	14.4	14.4	49	5.384	30.5	2.2	29.9	9.1	19.9	20.8	8.3	630	123	2	84	326	11	18	295	30	9	2	14	36	27	296	30	30	30	30	311	61	1	1	163	4	8	151	0.668414172	-2.085122495	1.142911992	0.794222722	30.16360626	19.76	d	7	0.8347	9.686694662	y
Pipilo_fuscus	Melozone-fusca	29	CR	HKY	2	3	3	0	0	0	1.873215218	0.8483	2.9899	0.802093647	0.2405	1.4546	2	0.802093647	1	0.802093647	1640517.5	0.804	28.71	0	1505	15.9	16.4	46	6.955	32.8	-0.7	35	22.4	13.8	23.5	7.7	402	77	8	67	195	30	175	60	107	71	9	14	66	65659	379	108	108	108	108	45	8	1	1	21	3	18	6	1.050643606	-2.421728309	0.993704118	0.6974848	11.15801515	24.636	m	10	1.74223	5.345314596	y
Microbates_cinereiventris	Microbates-cinereiventris-collaris	34	ND2	HKY+I	4	4	5	0	0	0	9.06054233	6.721	11.7082	5.610082658	3.8942	7.29	4	5.610082658	4	5.610082658	2932696.55	0.639	-0.9425	0	673	23.1	9	78	0.608	29.2	18	10.9	23	23.1	24	22.4	2924	452	63	58	1237	247	525	825	14	4	1	14	12	17	117	14	14	14	15	366	44	5	0	125	30	67	92	-5.597442174	0.953543735	1.081110901	3.652547743	10.91024882	20.896	m	7	1.530848889	7.822376555	p
Microcerculus_marginatus	Microcerculus-marginatus	101	Cyt b	GTR+G	7	7	8	0	0	0	9.830273369	6.5717	13.6919	3.962197177	2.7049	5.3566	7	3.962197177	7	3.962197177	4801350.58	0.821	-2.87	0	516	24.2	10.2	78	0.61	30.5	17.6	12.7	24.3	23.6	25.1	23.2	2775	409	64	53	1117	217	619	551	15	7	1	12	14	21	132	15	15	15	15	277	32	5	0	91	19	68	52	-5.242801908	0.474750005	1.959735089	2.994533696	8.672728944	20.576	m	6	3.13618	9.036049296	y
Mionectes_oleagineus	Mionectes-oleagineus-rufiventris-macconnelli	163	Cyt b	GTR+G	8	9	9	2	2	2	8.709895393	5.573	12.2189	2.853039219	1.7084	4.0927	10	2.853039219	9	2.853039219	12996711.48	0.689	-9.98	0	330.5	24.5	9.6	76	0.727	30.8	17.65	12.9	24.75	24.2	25.7	22.9	2463	351	55	52	957.5	196.5	550.5	449	18	12	2	12	13	26	133	18	18	18	18	401.5	61.5	8	0	158	33	94.5	89	-4.804154367	0.240555805	2.392939896	2.668383918	15.11997403	16.106	m	12	1.80444	6.647616459	y
Mionectes_striaticollis	Mionectes-striaticollis	105	ND2	GTR+G	2	2	2	0	0	0	2.524945107	1.0552	3.9255	0.826195973	0.3396	1.4845	2	0.826195973	2	0.826195973	319370.24	0.891	-5.39	0	1953.5	17.5	11.4	83	0.459	24.2	10.4	13.6	17.75	17.1	18	16.85	1529	225	48	45	594.5	177.5	450.5	207.5	21	12	1	11	15	27	143.5	20	20	20	20	128	19	4	1	55	15	46	16	-2.296362456	0.171568046	3.56022657	3.997253847	15.03374383	18.222	m	4	0.31157	0.475438837	y
Momotus_mexicanus	Momotus-mexicanus	28	ND2	HKY	2	3	3	0	0	0	2.815057281	1.4881	4.1157	1.224827531	0.6026	1.9016	3	1.224827531	3	1.224827531	324455.57	0.551	21.615	0	627.5	24	13.9	69	1.641	33.4	13.5	19.7	25.4	22.7	26.4	21.4	982.5	245	3	109	645	15	388	35.5	23	2	1	14	22	24	199.75	23	23	23	23	259	64	1	1	173	3	102	8	-2.554307558	-3.28174112	1.257738933	0.402664215	10.01250825	26.322	m	4	0.64217	22.06105186	y
Myadestes_occidentalis	Myadestes-occidentalis	20	ND2	HKY	1	1	1	0	0	0	2.607147061	0.9417	4.1871	0.422007541	0.1548	0.8161	1	0.422007541	1	0.422007541	530199.43	0.465	21.14	0	1767	17.7	13	68	1.447	26.9	7.9	19	18.7	16.3	19.5	15.4	1282.5	281	8	92	722.5	35	423	58	24	8	1	17	20	25	191.5	24	24	24	24	435	86	2	1	224	9	120.5	16	-1.493188126	-1.650430993	1.549206995	1.463482111	25.18366659	20.552	m	3	1.22067	1.732139995	y
Myioborus_miniatus	Myioborus-miniatus	105	ND2	GTR+I	3	4	4	0	0	0	3.3368	2.318	4.304	2.415772925	1.5344	3.346	4	2.415772925	5	2.415772925	1247768.39	0.604	4.465	0	1720	18	10.7	76	0.765	25.4	10.6	14.2	18.5	17.4	19.1	16.8	1654	291	27	65	764	106	468	167	19	8	1	13	15	23	148.5	19	19	19	19	333	58	4	1	150	15	82	25	-2.399451534	-0.33297712	3.506278072	3.80662018	16.6648838	18.718	m	12	0.59107	5.893171786	p
Basileuterus_coronatus	Myiothlypis-coronata	119	ND2	GTR+I+G	5	8	8	0	0	0	3.1157	2.1469	4.1927	2.870885835	1.9586	3.8067	6	2.870885835	6	2.870885835	419480.88	0.813	-3.895	0	2227	16.45	11.3	85	0.3875	23.4	9.35	13.5	16.5	15.9	16.9	15.85	1284.5	191	45	43	511	167	382.5	190	21	11	1	10	15	26	140.5	21	20	21	20	120	16	4	1	49	13	33	15.5	-1.628074651	0.151265857	1.7414101	2.048888735	11.92546618	23.902	m	8	0.40132	2.794125375	y
Phaeothlypis_fulvicauda	Myiothlypis-fulvicauda-rivularis	34	ATP8&6	GTR+G	5	5	5	1	1	1	6.6679	5.1043	8.1152	2.463852696	1.6652	3.2101	5	2.463852696	5	2.463852696	6494535.58	0.647	-3.7625	0	560	23.7	9.7	77	0.661	30.3	17.5	12.5	23.8	23.5	24.6	22.7	3017	445	77	45	1216	282	619	755	15	6	1	11	13	18	127	15	15	15	15	340	43	8	0	119	30	62	81	-5.539211963	1.348254455	2.454455266	3.492391381	14.36706154	23.591	m	9	1.762676667	3.725854597	y
Basileuterus_leucoblepharus	Myiothlypis-leucoblephara	56	Cyt b	GTR+I+G	1	1	1	0	0	0	2.4642	1.5755	3.5305	0.83810041	0.4513	1.3033	1	0.83810041	1	0.83810041	1374631.7	0.377	-27.36	0	563.5	18.25	11.5	56.5	2.961	29.6	7.45	19.5	21.05	15.25	22.7	14.25	1715	200.5	66.5	30	519.5	232.5	519	245.5	31	14	3	10.5	23	45.5	214	31.5	31.5	31	31.5	181.5	22	8	0	59	26.5	58	28	-1.886641336	0.830421851	0.381293812	1.409613278	13.48165567	25.06	m	1	0.21035	4.33875548	y
Basileuterus_luteoviridis	Myiothlypis-luteoviridis	57	ND2	GTR+G	2	3	3	0	0	0	5.2328	3.6375	6.7004	2.781005151	1.7785	3.8934	3	2.781005151	3	2.781005151	242838.38	0.644	-4.47	0	2718	14.5	13.8	81	0.651	22.3	5.9	16.7	14.7	13.4	15.1	13.4	1085	167	26	52	448	90	322	92	21	9	1	11	16	27	173.5	21	21	21	21	76	9	2	1	27	9	21	9	-0.445689994	-0.312763499	1.618114574	2.822463027	11.07512322	23.724	m	5	1.17043	8.920181214	y
